date,gold,copper,silver,aluminum,nickel,zinc,tin,lead,platinum,iron_ore_62fe,coal_newcastle,steel_hrc_china,uranium
2022-08-16,1774.9,3.6265,20.128,2392.0,22513.6,3672.0,24600.0,2163.5,931.3,107.37,405.0,595.0,48.7
2022-08-17,1761.9,3.587,19.776,2411.0,21916.9,3513.5,24660.0,2117.5,919.3,105.51,413.9,596.5,48.85
2022-08-18,1756.5,3.6335,19.508,2403.0,21700.0,3472.5,24595.0,2072.5,904.9,106.05,413.9,597.0,49.2
2022-08-19,,3.6685,,2386.0,21996.9,3487.5,24795.0,2042.0,888.0,105.64,416.25,595.5,49.2
2022-08-22,1734.4,3.653,18.918,2390.5,22359.7,3497.0,24465.0,2013.5,868.0,105.52,418.35,593.5,49.1
2022-08-23,1747.3,3.696,19.064,2424.0,21811.0,3484.5,24505.0,1976.0,876.4,105.57,417.6,595.0,49.15
2022-08-24,1747.8,3.648,18.942,2430.0,21368.2,3513.5,24280.0,1973.0,866.8,105.55,412.6,592.5,49.4
2022-08-25,1757.8,3.6985,19.147,2433.5,21846.0,3548.0,24310.0,1976.0,873.9,105.35,417.5,595.5,49.4
2022-08-26,,3.697,,2493.5,21628.1,3565.5,24750.0,1985.5,854.1,105.49,417.4,600.0,49.4
2022-08-29,1736.7,3.6085,18.602,,21628.1,,,,852.8,105.28,422.75,,49.8
2022-08-30,1726.9,3.5495,18.244,2391.0,21395.2,3482.0,23652.0,1987.5,833.6,104.92,414.55,593.0,51.35
2022-08-31,1716.9,3.519,17.849,2359.0,21341.2,3459.5,22793.0,1950.0,828.5,104.76,425.0,592.64,53.3
2022-09-01,1699.6,3.4085,17.632,2295.0,20398.8,3259.5,21060.0,1901.0,807.0,96.29,427.35,584.5,53.6
2022-09-02,,3.417,,2295.5,20605.6,3135.5,21155.0,1888.5,819.5,95.55,435.0,576.5,52.55
2022-09-04,,3.3887,,,,,,,815.45,,,,
2022-09-05,,3.4535,,2285.5,21542.1,3197.5,21625.0,1875.5,831.85,,457.8,572.0,
2022-09-06,1703.4,3.4645,17.868,2260.5,21503.2,3166.5,21206.0,1893.0,834.5,97.44,450.25,574.5,51.95
2022-09-07,1718.2,3.434,18.22,2235.0,21573.1,3123.5,20851.0,1902.0,847.1,97.19,439.0,567.0,52.1
2022-09-08,1710.6,3.5305,18.402,2276.5,21815.5,3154.0,21342.0,,865.7,98.37,440.35,,52.1
2022-09-09,,3.573,,2286.0,22964.3,3167.5,21165.0,1917.0,876.5,100.21,435.25,583.0,52.75
2022-09-12,1730.8,3.6155,19.816,2283.0,24391.6,3196.5,21461.0,1949.0,903.5,101.41,437.5,582.0,52.9
2022-09-13,1707.1,3.566,19.449,2313.0,24073.7,3227.0,21380.0,1952.5,882.8,101.43,439.35,582.0,52.25
2022-09-14,1698.2,3.5295,19.525,2270.5,24356.6,3229.5,21177.0,1962.5,904.2,100.43,444.2,575.5,51.35
2022-09-15,1666.8,3.501,19.227,2307.5,23187.2,3186.5,20810.0,1916.5,902.2,100.39,445.5,575.0,51.0
2022-09-16,,3.531,,2277.0,24347.6,3153.5,21137.0,1889.0,897.8,99.26,439.0,575.0,48.9
2022-09-19,1667.6,3.5255,19.319,2251.0,24550.5,3140.5,20945.0,1884.5,914.8,98.99,439.05,575.0,48.9
2022-09-20,1661.0,3.516,19.146,2245.5,24922.3,3128.5,21181.0,1880.5,917.9,98.8,441.3,567.5,49.15
2022-09-21,1665.8,3.4805,19.447,2202.5,24781.3,3098.5,21170.0,1837.0,913.1,98.65,444.5,568.0,49.6
2022-09-22,1671.4,3.482,19.587,2228.5,24297.6,3106.5,21650.0,1851.5,906.0,98.83,435.65,565.0,50.3
2022-09-23,,3.357,,2165.0,23354.1,3008.0,20243.0,1804.0,861.1,98.89,435.2,566.5,49.85
2022-09-26,1623.6,3.305,18.453,2139.5,22111.8,2924.0,20640.0,1754.5,851.0,99.01,438.0,564.5,49.4
2022-09-27,1626.5,3.295,18.302,2114.0,21652.1,2861.5,20680.0,1748.5,846.8,98.71,437.65,566.5,49.2
2022-09-28,1660.3,3.3725,18.841,2124.0,22023.9,2853.0,20728.0,1836.5,870.1,98.52,436.0,562.0,49.2
2022-09-29,1663.6,3.418,18.712,2197.0,22426.6,2929.5,20523.0,1876.0,864.8,98.42,435.75,567.0,49.05
2022-09-30,,3.4125,,2162.0,21271.3,2968.0,20634.0,1908.0,863.7,98.31,433.7,567.32,49.0
2022-10-03,1697.2,3.41,20.589,2219.5,21261.3,2960.5,20059.0,1861.5,904.7,94.22,401.5,561.0,49.2
2022-10-04,1725.5,3.49,21.099,2348.0,21932.9,3047.0,20207.0,1936.5,938.3,95.21,404.0,571.0,49.25
2022-10-05,1715.6,3.5005,20.544,2352.0,22586.6,3044.0,20290.0,2036.5,919.2,95.26,396.25,566.5,49.15
2022-10-06,1715.5,3.446,20.66,2347.0,22634.5,3120.5,20161.0,2058.5,926.4,95.46,400.0,568.5,48.95
2022-10-07,,3.3865,,2299.0,22363.7,2991.5,19425.0,2070.5,922.5,95.62,385.8,570.5,48.6
2022-10-10,1670.1,3.4305,19.615,2260.0,22393.7,2964.0,20085.0,1989.5,900.4,97.35,386.5,570.0,48.8
2022-10-11,1680.9,3.462,19.487,2236.0,22019.9,2928.5,20260.0,2015.5,903.7,96.97,391.15,559.0,49.5
2022-10-12,1672.3,3.425,18.938,2305.0,22575.6,2908.5,19820.0,2030.5,885.6,96.13,403.0,547.0,49.5
2022-10-13,1671.8,3.4405,18.918,2359.5,22318.7,2901.0,20100.0,2043.5,901.0,95.4,393.5,546.5,50.2
2022-10-14,,3.4235,,2306.0,21796.0,2941.0,19930.0,2040.5,899.5,95.93,392.5,555.0,50.6
2022-10-17,1658.9,3.4155,18.719,2229.0,21593.1,2866.5,19645.0,2026.0,918.2,94.93,392.15,549.0,51.0
2022-10-18,1650.7,3.362,18.6,2193.0,21893.9,2863.5,19450.0,2013.5,911.9,95.21,387.85,546.0,51.5
2022-10-19,1629.0,3.318,18.359,2170.5,21988.9,2899.0,19338.0,1984.5,885.7,94.86,391.0,545.0,52.25
2022-10-20,1631.8,3.4105,18.689,2209.5,22119.8,2964.0,19348.0,1977.5,919.7,94.76,391.95,548.5,52.65
2022-10-21,,3.4745,,2206.0,22125.8,2928.0,18484.0,1893.5,938.5,94.86,390.0,550.0,53.05
2022-10-24,1649.2,3.4305,19.189,2175.0,22202.8,2958.0,18450.0,1888.0,931.2,94.51,390.0,548.5,53.35
2022-10-25,1653.3,3.397,19.349,2215.0,22427.6,2905.0,18477.0,1870.0,924.3,94.61,388.15,548.5,53.35
2022-10-26,1664.4,3.545,19.486,2335.0,22600.5,2948.5,18682.0,1889.5,967.1,93.56,386.5,548.5,53.35
2022-10-27,1660.3,3.5195,19.494,2287.5,22216.8,2942.0,18690.0,1865.0,972.0,92.81,385.6,546.0,53.35
2022-10-28,,3.426,,2211.5,22023.9,2821.5,18101.0,1986.5,949.1,93.01,385.7,546.0,53.05
2022-10-31,1640.7,3.372,19.184,2222.0,21953.9,2697.0,17631.0,1973.0,930.1,92.43,356.3,547.8,52.8
2022-11-01,1649.7,3.4685,19.728,2242.5,23390.1,2743.5,17970.0,1980.5,950.5,80.03,359.0,528.0,52.65
2022-11-02,1650.0,3.4655,19.654,2251.0,23945.8,2748.5,18010.0,1988.5,950.9,82.1,361.0,529.0,52.4
2022-11-03,1630.9,3.4275,19.485,2264.0,22737.5,2720.0,17762.0,1995.5,924.1,83.37,351.0,521.0,51.1
2022-11-04,,3.684,,2355.5,23731.9,2874.0,18872.0,1996.5,960.5,85.16,349.5,537.0,50.6
2022-11-07,1680.5,3.607,20.981,2337.0,23352.1,2886.0,18939.0,2036.5,989.4,87.14,344.9,531.0,50.0
2022-11-08,1716.0,3.684,21.567,2372.0,23754.9,2931.0,19659.0,2054.0,1014.5,85.33,339.0,520.0,50.25
2022-11-09,1713.7,3.7005,21.381,2319.0,24679.4,2853.5,19817.0,2077.0,997.3,87.51,324.75,520.0,50.6
2022-11-10,1753.7,3.758,21.772,2327.0,26102.6,2884.0,20324.0,2098.0,1055.0,88.19,324.25,514.0,50.7
2022-11-11,,3.9125,,2463.5,27372.9,3024.5,21315.0,2161.5,1038.1,90.79,326.8,520.0,50.75
2022-11-14,1776.9,3.835,22.178,2452.5,29031.0,3131.5,22029.0,2190.0,1029.6,92.09,330.35,525.0,50.75
2022-11-15,1776.8,3.8215,21.593,2435.0,29808.6,3111.5,23386.0,2218.0,1019.9,92.29,341.0,528.0,50.6
2022-11-16,1775.8,3.7755,21.604,2412.0,26683.3,3053.5,23635.0,2170.5,1013.8,92.34,332.55,528.0,50.65
2022-11-17,1763.0,3.693,21.054,2391.0,25318.1,2987.0,22584.0,2150.5,990.9,93.09,334.6,526.0,50.7
2022-11-18,,3.6395,,2430.0,25578.9,3031.0,22664.0,2154.0,983.7,92.89,343.45,526.0,50.7
2022-11-21,1739.6,3.577,20.952,2379.0,25100.7,2906.0,21159.0,2101.0,987.0,91.54,351.0,525.0,50.5
2022-11-22,1739.9,3.6175,21.13,2429.0,26171.6,2914.5,22194.0,2093.5,995.4,91.45,347.15,526.0,50.4
2022-11-23,1745.6,3.621,21.436,2397.0,26056.6,2906.5,22028.0,2107.5,997.6,91.94,346.45,524.0,50.35
2022-11-24,,3.6395,,2367.5,26142.6,2918.0,22238.0,2130.0,996.9,,347.35,525.0,
2022-11-25,,3.6325,,2362.5,25543.9,2920.5,22231.0,2117.0,989.4,92.74,349.4,525.0,50.35
2022-11-28,1740.3,3.616,21.002,2362.5,25555.9,2937.0,22354.0,2113.5,999.9,93.04,379.0,525.0,50.35
2022-11-29,1756.3,3.6405,21.392,2379.5,26810.2,2934.5,22788.0,2134.5,1010.5,92.9,387.4,527.0,50.35
2022-11-30,1753.2,3.7395,21.727,2477.5,26775.2,3037.5,22921.0,2193.0,1040.2,93.25,398.5,525.59,49.95
2022-12-01,1808.2,3.819,22.786,2485.0,27399.9,3079.5,23331.0,2173.5,1056.6,103.1,385.0,562.0,49.8
2022-12-02,,3.852,,2545.5,28172.5,3079.0,23255.0,2202.5,1028.9,107.44,391.0,564.0,49.2
2022-12-05,1774.3,3.795,22.324,2522.5,28408.4,3126.0,24446.0,2238.5,1009.9,107.68,400.5,573.0,48.35
2022-12-06,1775.5,3.818,22.256,2508.5,28963.0,3156.0,24814.0,2220.5,998.0,108.49,408.8,572.0,48.3
2022-12-07,1791.0,3.861,22.837,2485.5,30778.0,3183.0,24306.0,2212.0,1014.3,107.09,405.65,567.5,48.15
2022-12-08,1794.2,3.885,23.157,2503.0,29429.8,3236.5,24625.0,2212.0,1017.4,109.49,395.5,572.0,48.5
2022-12-09,,3.8795,,2480.5,28722.2,3240.5,24290.0,2199.5,1038.2,110.48,402.5,578.0,48.7
2022-12-12,1785.0,3.8015,23.314,2414.0,29263.9,3269.5,23950.0,2180.5,1010.8,109.47,400.25,578.0,48.7
2022-12-13,1818.3,3.8425,23.909,2461.0,28251.4,3318.5,24644.0,2205.5,1041.8,109.23,404.5,578.0,48.35
2022-12-14,1811.5,3.8785,24.049,2444.0,28448.3,3238.5,24275.0,2181.0,1042.1,109.26,404.0,578.0,48.35
2022-12-15,1780.6,3.7645,23.229,2384.0,28256.4,3160.0,23600.0,2153.0,1016.9,110.5,401.9,578.0,48.15
2022-12-16,,3.763,,2375.0,28409.3,3018.0,23535.0,2151.5,1004.4,110.27,403.0,578.0,48.15
2022-12-19,1791.0,3.7845,23.117,2361.0,27121.1,3012.0,23307.0,2160.0,993.9,109.56,401.35,573.5,48.1
2022-12-20,1818.6,3.7995,24.183,2372.5,27974.6,3082.5,23913.0,2180.0,1020.9,109.86,400.05,573.5,48.1
2022-12-21,1818.5,3.811,24.121,2391.5,29710.6,3009.5,24060.0,2212.5,1010.3,110.74,401.4,573.5,48.1
2022-12-22,1788.5,3.7575,23.561,2406.0,29276.4,2948.0,23930.0,2216.5,990.5,110.43,400.65,574.5,48.1
2022-12-23,,3.8085,,2389.5,29641.7,2965.0,23934.0,2273.5,1032.6,110.48,401.1,572.5,48.1
2022-12-26,,3.8575,24.055,,,,,,1036.0,,,,
2022-12-27,1816.3,3.84,24.142,,,,,,1032.7,110.64,400.5,,49.0
2022-12-28,1808.8,3.842,23.756,2381.0,30193.4,3005.5,24734.0,2218.0,1019.8,110.8,402.1,570.0,49.0
2022-12-29,1826.0,3.824,24.25,2405.0,30074.4,2984.5,24915.0,2272.5,1065.0,110.98,404.15,571.0,49.0
2022-12-30,,3.8105,,2378.0,30418.2,2972.5,24808.0,2293.0,1082.9,111.28,404.15,571.16,49.0
2023-01-02,,3.8403,24.328,,,,,,1085.75,,,,
2023-01-03,1846.1,3.7665,24.236,2311.0,31274.8,3002.0,25473.0,2280.0,1093.3,117.79,393.1,610.0,48.9
2023-01-04,1859.0,3.7405,23.964,2266.5,29187.4,2992.0,25095.0,2268.0,1092.3,115.35,394.55,610.0,48.95
2023-01-05,1840.6,3.821,23.424,2255.5,27845.7,3005.0,24861.0,2217.5,1069.6,114.97,397.5,614.0,48.95
2023-01-06,,3.911,,2295.5,28835.1,3023.5,25270.0,2200.5,1104.3,116.57,396.15,616.0,49.0
2023-01-09,1877.8,4.0265,23.871,2438.5,27323.9,3205.5,25861.0,2251.5,1098.6,117.41,393.85,621.0,49.95
2023-01-10,1876.5,4.0775,23.665,2463.5,27262.0,3160.5,25860.0,2200.0,1088.5,119.66,390.45,623.5,50.35
2023-01-11,1878.9,4.166,23.481,2510.0,25920.7,3207.0,26813.0,2192.0,1084.3,121.02,370.0,625.0,50.45
2023-01-12,1898.8,4.1965,24.004,2548.5,27750.7,3235.5,27409.0,2198.0,1084.3,121.26,377.5,622.5,50.5
2023-01-13,,4.216,,2595.0,26977.1,3324.0,28756.0,2251.0,1072.5,122.33,370.25,625.0,50.5
2023-01-15,,4.206,24.415,,,,,,1074.45,,,,
2023-01-16,,4.1433,,2621.0,27396.9,3304.5,28466.0,2218.0,1071.8,,368.75,625.0,
2023-01-17,1909.9,4.223,24.068,2618.5,26524.4,3295.0,28416.0,2224.5,1046.9,120.95,369.25,624.5,49.6
2023-01-18,1907.0,4.2345,23.647,2638.0,28055.5,3405.0,29100.0,2183.0,1043.7,121.19,368.0,625.0,49.1
2023-01-19,1923.9,4.2315,23.87,2587.5,29185.9,3457.5,28800.0,2142.5,1041.1,121.79,363.5,625.0,48.95
2023-01-20,,4.2515,,2610.5,28519.3,3420.5,29536.0,2089.0,1047.8,122.16,350.95,625.0,48.9
2023-01-23,1928.6,4.2565,23.554,2636.5,28399.9,3420.5,29503.0,2055.0,1056.3,121.94,360.0,623.0,49.0
2023-01-24,1935.4,4.2485,23.749,2650.5,28782.1,3429.0,29960.0,2126.0,1066.8,121.97,359.6,624.5,49.1
2023-01-25,1942.6,4.2445,23.941,2658.5,29146.9,3450.0,30850.0,2160.5,1046.1,121.93,354.0,625.0,49.2
2023-01-26,1930.0,4.2675,24.02,2639.0,29408.8,3486.5,32262.0,2204.5,1023.0,122.49,355.6,620.0,50.35
2023-01-27,,4.2225,,2627.0,28912.1,3413.5,30838.0,2183.0,1016.8,122.7,358.1,623.0,50.7
2023-01-30,1930.2,4.2065,23.821,2589.5,29664.7,3446.0,29809.0,2159.5,1027.3,123.08,265.35,620.5,50.85
2023-01-31,1936.6,4.2295,23.93,2644.0,30259.3,3389.0,29490.0,2136.5,1027.4,123.37,251.75,619.42,50.85
2023-02-01,1934.3,4.117,23.703,2631.5,28974.0,3349.5,28813.0,2138.5,1008.4,126.33,247.0,646.5,50.85
2023-02-02,1922.2,4.098,23.715,2617.0,29904.5,3382.5,29377.0,2133.0,1038.2,123.95,244.65,642.5,51.25
2023-02-03,,4.0635,,2569.5,28505.3,3241.5,28379.0,2099.5,987.1,125.26,236.0,643.0,51.25
2023-02-06,1871.2,4.043,22.337,2533.5,27074.1,3131.0,26880.0,2100.0,980.6,124.34,252.0,636.0,50.95
2023-02-07,1876.5,4.088,22.277,2524.5,27429.9,3136.5,27071.0,2098.0,992.1,122.75,255.65,623.0,50.75
2023-02-08,1882.2,4.043,22.52,2481.0,27392.9,3132.0,27619.0,2120.5,993.1,123.21,239.35,630.5,50.55
2023-02-09,1870.0,4.103,22.241,2499.0,28990.0,3123.0,27745.0,2126.0,970.2,124.65,225.5,635.0,50.45
2023-02-10,,4.0245,,2440.5,27564.8,3042.5,27349.0,2078.5,956.9,125.14,226.1,643.0,50.55
2023-02-13,1855.1,4.0655,21.942,2412.5,26435.4,3097.5,27528.0,2097.0,963.0,123.76,221.0,644.0,50.6
2023-02-14,1857.0,4.0835,21.961,2408.0,26453.4,3082.5,26817.0,2095.0,945.3,124.2,219.5,645.5,50.8
2023-02-15,1837.0,4.0165,21.659,2384.5,25974.7,3018.5,26658.0,2052.5,923.9,124.34,219.9,644.0,51.05
2023-02-16,1843.4,4.125,21.81,2394.0,26610.3,3003.5,27004.0,2029.5,936.0,124.69,214.0,645.0,51.6
2023-02-17,,4.106,,2387.5,25620.9,3058.0,25856.0,2065.0,926.9,124.94,209.35,644.0,51.8
2023-02-19,,4.1195,21.598,,,,,,918.55,,,,
2023-02-20,,4.1807,,2457.5,27021.1,3126.0,26700.0,2154.5,929.0,,205.65,644.0,
2023-02-21,1834.2,4.2165,21.97,2467.5,26834.2,3135.5,27526.0,2141.5,954.0,126.34,208.5,640.5,51.8
2023-02-22,1833.3,4.186,21.748,2418.0,26503.4,3057.0,26848.0,2103.5,958.7,125.77,209.65,641.5,51.8
2023-02-23,1818.8,4.0555,21.376,2396.0,25244.1,3034.5,26171.0,2056.0,951.2,125.92,210.1,644.5,51.8
2023-02-24,,3.9545,,2335.5,24362.6,2964.0,25651.0,2071.0,908.2,125.85,209.2,636.5,51.7
2023-02-27,1824.9,4.011,20.793,2363.0,25328.0,2988.5,25478.0,2111.5,948.1,125.74,196.5,637.0,51.05
2023-02-28,1836.7,4.0895,21.071,2373.0,24848.3,3000.5,24963.0,2104.0,961.6,125.75,192.85,638.8,
2023-03-01,1845.4,4.16,21.095,2431.5,25058.2,3115.5,25334.0,2141.5,967.8,126.8,193.5,646.5,
2023-03-02,1840.5,4.076,20.901,2399.5,24184.7,3048.0,24570.0,2125.5,969.2,127.02,193.0,647.0,
2023-03-03,,4.067,,2405.0,24593.4,3077.5,24750.0,2119.5,985.0,126.64,188.9,665.0,
2023-03-06,1854.6,4.0885,21.135,2382.0,24432.5,3032.5,24555.0,2122.5,983.6,125.5,181.75,660.0,
2023-03-07,1820.0,3.975,20.199,2350.0,24129.7,2954.0,24177.0,2087.5,941.7,127.33,179.25,663.0,
2023-03-08,1818.6,4.027,20.151,2354.0,23724.9,2975.0,23742.0,2092.0,945.9,127.37,179.5,670.0,
2023-03-09,1834.6,4.039,20.165,2328.0,,2974.0,23351.0,2084.0,954.3,129.48,180.0,675.0,
2023-03-10,,4.0305,,2313.0,,2937.0,22912.0,2077.0,965.5,129.44,185.25,670.0,
2023-03-13,1916.5,4.0535,21.923,2333.5,,2946.5,23210.0,2082.0,1007.6,130.49,182.9,671.0,
2023-03-14,1910.9,4.003,22.04,2352.5,,2909.5,22950.0,2085.5,1001.3,130.04,180.0,664.0,
2023-03-15,1931.3,3.843,21.882,2277.0,,2866.0,22464.0,2069.0,973.4,130.09,175.0,657.0,
2023-03-16,1923.0,3.8645,21.692,2267.5,,2857.5,22218.0,2066.5,978.8,128.91,174.0,658.5,
2023-03-17,,3.8925,,2274.0,,2895.0,22510.0,2089.5,980.9,130.0,173.0,660.0,
2023-03-20,1982.8,3.9515,22.646,2274.5,,2885.5,22750.0,2118.0,997.4,128.26,172.25,652.0,
2023-03-21,1941.1,3.994,22.425,2266.5,,2864.5,23039.0,2094.5,981.4,128.01,174.0,652.0,
2023-03-22,1949.6,4.0445,22.786,2286.5,,2866.0,23395.0,2116.0,988.1,127.73,176.55,646.0,
2023-03-23,1995.9,4.1235,23.256,2326.0,,2907.0,24348.0,2126.0,997.0,126.66,176.65,651.5,
2023-03-24,,4.075,,2337.0,,2891.5,24830.0,2125.5,990.3,126.01,175.35,649.0,
2023-03-27,1953.8,4.0785,23.145,2363.5,,2912.0,25421.0,2133.0,982.5,126.01,176.25,650.5,
2023-03-28,1973.5,4.0855,23.42,2389.0,,2936.5,25770.0,2135.0,971.9,126.01,176.5,650.5,
2023-03-29,1966.9,4.0865,23.466,2380.0,,2968.0,25814.0,2138.5,985.5,126.01,176.6,651.5,
2023-03-30,1988.5,4.0955,24.076,2386.0,,2932.0,25916.0,2138.5,996.9,126.01,176.75,653.0,
2023-03-31,,4.0985,,2413.0,,2922.5,25835.0,2107.0,1003.1,127.06,177.25,650.74,
2023-04-03,1991.3,4.0495,24.118,2397.5,,2898.5,26040.0,2115.5,996.4,122.19,200.0,633.0,
2023-04-04,2029.4,3.975,25.201,2370.5,,2831.5,24995.0,2117.0,1029.0,120.24,192.65,640.0,
2023-04-05,2026.8,3.989,25.143,2333.5,,2789.5,24247.0,2110.5,1007.4,119.67,198.0,632.0,
2023-04-06,,4.0175,,2333.5,,2779.0,24308.0,2095.5,1016.8,119.16,193.75,626.0,
2023-04-10,1994.8,3.9795,25.02,,,,,,1002.9,119.75,193.75,,
2023-04-11,2010.0,4.0225,25.296,2302.5,,2757.5,23733.0,2087.0,1005.1,121.05,194.15,626.0,
2023-04-12,2015.7,4.0805,25.563,2325.0,,2785.0,24022.0,2129.0,1027.5,120.5,194.6,620.0,
2023-04-13,2045.8,4.119,26.035,2367.0,,2837.0,24442.0,2146.5,1065.5,119.92,190.75,622.0,
2023-04-14,,4.1035,,2385.5,,2856.5,24853.0,2170.0,1054.0,119.11,188.0,624.5,
2023-04-17,1997.6,4.0675,25.197,2378.5,,2832.0,27367.0,2113.0,1059.6,120.01,187.0,625.0,
2023-04-18,2010.3,4.094,25.368,2437.0,,2871.0,27843.0,2145.0,1097.3,120.34,188.3,627.5,
2023-04-19,1998.0,4.079,25.471,2445.0,,2790.0,27082.0,2156.0,1105.7,120.26,192.5,623.0,
2023-04-20,2009.8,4.0295,25.478,2421.0,,2770.0,26940.0,2153.0,1107.6,119.31,191.75,618.0,
2023-04-21,,3.983,,2396.5,,2719.0,26594.0,2161.0,1138.7,117.21,190.35,618.0,
2023-04-24,1990.6,3.961,25.411,2381.0,,2670.0,26646.0,2143.0,1097.7,116.76,190.0,612.0,
2023-04-25,1995.1,3.8585,24.978,2335.5,,2600.0,25584.0,2106.5,1098.2,117.6,189.05,617.0,
2023-04-26,1986.9,3.8605,24.972,2327.0,,2645.0,25754.0,2105.0,1106.0,116.71,190.15,619.0,
2023-04-27,1999.0,3.884,25.209,2319.0,,2621.0,25883.0,2099.5,1098.7,116.21,189.95,617.0,
2023-04-28,,3.8905,,2356.0,,2647.5,26088.0,2148.0,1095.6,116.14,189.7,617.11,
2023-05-01,1992.2,3.934,25.23,,,,,,1070.8,103.61,185.15,,
2023-05-02,2023.3,3.8625,25.619,2366.5,,2609.5,26491.0,2172.5,1083.9,106.01,187.55,571.5,
2023-05-03,2037.0,3.845,25.681,2321.0,,2630.0,26777.0,2131.0,1067.5,105.48,180.6,571.5,
2023-05-04,2055.7,3.863,26.227,2287.0,,2622.5,25600.0,2101.5,1056.3,103.87,170.65,565.0,
2023-05-05,,3.883,,2318.5,,2686.5,26064.0,2117.5,1073.8,103.55,169.65,568.0,
2023-05-08,2033.2,3.9295,25.834,,,,,,1091.9,107.4,169.65,,
2023-05-09,2042.9,3.9015,25.898,2320.0,,2674.0,25995.0,2137.0,1119.9,106.05,169.0,575.0,
2023-05-10,2037.1,3.841,25.658,2268.0,,2623.5,25846.0,2136.5,1123.1,106.85,166.95,571.0,
2023-05-11,2020.5,3.71,24.424,2211.0,,2548.0,25308.0,2107.5,1109.1,104.8,163.0,573.0,
2023-05-12,,3.7285,,2231.5,,2549.0,24836.0,2076.0,1072.0,105.16,164.9,575.0,
2023-05-15,2022.7,3.751,24.291,2259.5,,2532.0,24994.0,2072.5,1079.0,106.77,163.75,577.0,
2023-05-16,1993.0,3.667,23.893,2259.5,,2492.0,24524.0,2045.5,1070.5,106.84,163.8,576.0,
2023-05-17,1984.9,3.7545,23.897,2296.5,,2524.0,24802.0,2055.5,1086.4,107.38,165.25,574.0,
2023-05-18,1959.8,3.6895,23.633,2283.5,20877.5,2459.0,25014.0,2055.5,1062.6,107.27,159.35,570.0,
2023-05-19,,3.732,,2283.5,21454.2,2479.0,25451.0,2093.5,1079.9,107.1,162.25,572.0,
2023-05-22,1977.2,3.685,23.861,2263.5,21306.3,2431.5,24950.0,2087.5,1081.8,107.16,160.35,572.0,
2023-05-23,1974.5,3.6545,23.624,2227.0,20898.5,2372.5,24320.0,2073.0,1062.8,106.54,160.0,571.5,
2023-05-24,1964.6,3.5615,23.24,2205.0,20733.6,2313.0,23965.0,2049.0,1034.7,105.56,160.25,575.0,
2023-05-25,1943.7,3.588,22.91,2231.0,21071.4,2272.0,24607.0,2074.0,1031.7,105.6,160.0,574.0,
2023-05-26,,3.682,,2237.5,21045.4,2343.5,24846.0,2078.5,1020.0,105.41,160.0,574.5,
2023-05-28,,3.675,23.413,,,,,,1027.75,,,,
2023-05-29,,3.6717,,,,,,,1033.1,,140.65,,
2023-05-30,1968.1,3.6695,23.353,2224.0,20983.4,2302.5,25561.0,2064.0,1028.1,105.2,135.1,566.5,
2023-05-31,1973.1,3.6455,23.696,2246.0,20565.7,2248.5,25454.0,2012.5,1004.8,105.07,135.0,565.77,
2023-06-01,1986.5,3.7185,24.096,2282.5,21368.2,2267.0,25437.0,1999.0,1016.2,104.5,130.15,539.5,
2023-06-02,,3.7345,,2263.5,20985.4,2306.5,25651.0,2031.5,1009.9,106.33,131.0,544.0,
2023-06-05,1965.7,3.774,23.743,2244.0,20806.5,2288.5,25565.0,2028.0,1041.3,107.38,137.75,550.0,
2023-06-06,1972.9,3.7745,23.779,2210.0,21010.4,2319.0,25618.0,2026.0,1043.5,108.59,134.45,552.0,
2023-06-07,1949.9,3.7605,23.638,2219.0,21426.2,2398.5,25650.0,2044.5,1029.9,109.18,136.0,545.0,
2023-06-08,1969.9,3.7995,24.455,2254.5,21038.4,2408.5,25817.0,2037.5,1019.4,111.43,136.25,540.0,
2023-06-09,,3.7945,,2268.0,21162.3,2404.5,26502.0,2056.0,1017.8,112.96,135.7,540.0,
2023-06-12,1960.9,3.7595,24.165,2228.0,20907.5,2349.5,25901.0,2073.0,1000.3,111.14,134.0,534.0,
2023-06-13,1949.9,3.8355,23.929,2232.0,21985.9,2381.5,26065.0,2080.5,986.7,112.45,132.25,551.0,
2023-06-14,1960.1,3.8725,24.212,2253.5,22629.5,2486.5,26762.0,2117.5,984.3,112.75,132.0,560.0,
2023-06-15,1961.8,3.9,24.044,2249.5,22950.4,2480.5,27225.0,2130.5,996.3,112.93,135.95,557.5,
2023-06-16,,3.8935,,2271.0,22887.9,2478.0,26951.0,2141.0,992.0,113.02,128.45,557.5,
2023-06-18,,3.8738,24.198,,,,,,985.2,,,,
2023-06-19,,3.8643,,2241.0,22464.6,2437.0,26900.0,2133.5,979.9,,128.35,545.0,
2023-06-20,1938.9,3.889,23.334,2230.0,21922.9,2359.5,26847.0,2144.5,971.9,113.08,126.55,547.0,
2023-06-21,1936.1,3.91,22.911,2223.0,21252.3,2416.0,27311.0,2172.0,952.9,112.85,124.15,542.0,
2023-06-22,1915.0,3.896,22.567,2201.0,21116.4,2456.0,27079.0,2163.5,929.1,112.85,125.75,542.0,
2023-06-23,,3.809,,2174.5,21343.2,2364.5,26476.0,2123.0,926.9,112.65,125.5,542.0,
2023-06-26,1925.1,3.794,22.923,2148.5,20356.8,2328.0,25635.0,2069.5,932.9,112.46,125.5,536.0,
